Sample,Pooled,Year,SITE,TreatmentDay,GENE,G_annotation,COVERAGE,VAF,VF,SNP,PooledSize,PooledGroup
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,PfCRT,I356T,7,0%,0,I356,5,19
18GNMa00xp023PfF1290,Pooled,18,Maferinyah,00,PfCRT,N75E,7,0%,0,N75,5,23
18GNMa00xp023PfF1290,Pooled,18,Maferinyah,00,PfCRT,K76T,7,0%,0,K76,5,23
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,N1042D,7,0%,0,N1042,5,24
18GNMa00xp027PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,N1042D,7,0%,0,N1042,5,27
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,DHFR,A16V,7,0%,0,A16,5,29
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,PfCRT,V73V,7,0%,0,V73,5,29
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,PfCRT,M74I,7,0%,0,M74,5,29
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,PfCRT,N75E,7,0%,0,N75,5,29
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,PfCRT,K76T,7,0%,0,K76,5,29
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,N86Y,7,0%,0,N86,5,32
18GNMa00xp039PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,N1042D,7,0%,0,N1042,5,39
18GNMa00xp043PfF1153,Pooled,18,Maferinyah,00,PfCRT,M74I,7,0%,0,M74,6,26
18GNMa00xp043PfF1153,Pooled,18,Maferinyah,00,PfCRT,N75E,7,0%,0,N75,6,26
18GNMa00xp043PfF1153,Pooled,18,Maferinyah,00,PfCRT,K76T,7,0%,0,K76,6,26
18GNMa00xp044PfF1153,Pooled,18,Maferinyah,00,DHPS,A581G,7,0%,0,A581,3,26
18GNMa00xp047PfF1153,Pooled,18,Maferinyah,00,DHPS,S436A,7,0%,0,S436,2,26
19GNDo00xp006PfF1290,Pooled,19,Dorota,00,PfCRT,M343L,7,0%,0,M343,5,6
19GNDo00xp010PfF1290,Pooled,19,Dorota,00,PfCRT,C72S,7,0%,0,C72,4,10
19GNDo00xp010PfF1290,Pooled,19,Dorota,00,PfCRT,M343L,7,0%,0,M343,4,10
19GNDo00xp010PfF1290,Pooled,19,Dorota,00,PfCRT,C350R,7,0%,0,C350,4,10
19GNDo00xp010PfF1290,Pooled,19,Dorota,00,PfCRT,G353V,7,0%,0,G353,4,10
19GNDo00xp013PfF1290,Pooled,19,Dorota,00,PfMDR1 ,S1034C,7,0%,0,S1034,5,13
19GNDo00xp014PfF1290,Pooled,19,Dorota,00,PfMDR1 ,D1246Y,7,0%,0,D1246,5,14
19GNDo00xp022PfF1290,Pooled,19,Dorota,00,PfMDR1 ,S1034C,7,0%,0,S1034,5,22
19GNDo00xp026PfF1290,Pooled,19,Dorota,00,PfCRT,N326S,7,0%,0,N326,5,26
19GNDo00xp033PfF1290,Pooled,19,Dorota,00,PfMDR1 ,N1042D,7,0%,0,N1042,5,33
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,PfCRT,V73V,7,0%,0,V73,2,38
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,PfCRT,M74I,7,0%,0,M74,2,38
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,PfCRT,N75E,7,0%,0,N75,2,38
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,PfCRT,K76T,7,0%,0,K76,2,38
19GNDo00xp048PfF1153,Pooled,19,Dorota,00,K13,C469F,7,0%,0,C469,5,26
19GNDo00xp048PfF1153,Pooled,19,Dorota,00,K13,C469Y,7,0%,0,C469,5,26
19GNHa00xp006PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,S1034C,7,0%,0,S1034,5,6
19GNHa00xp006PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,N1042D,7,0%,0,N1042,5,6
19GNHa00xp010PfF1290,Pooled,19,Hamdalaye,00,DHPS,A613S,7,0%,0,A613,5,10
19GNHa00xp013PfF1290,Pooled,19,Hamdalaye,00,PfCRT,H97Y,7,0%,0,H97,5,13
19GNHa00xp016PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,S1034C,7,0%,0,S1034,5,16
19GNHa00xp016PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,N1042D,7,0%,0,N1042,5,16
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,D1246Y,7,0%,0,D1246,5,18
19GNHa00xp025PfF1290,Pooled,19,Hamdalaye,00,PfCRT,Q271E,7,0%,0,Q271,5,25
19GNHa00xp025PfF1290,Pooled,19,Hamdalaye,00,PfCRT,M343L,7,0%,0,M343,5,25
19GNHa00xp025PfF1290,Pooled,19,Hamdalaye,00,PfCRT,C350R,7,0%,0,C350,5,25
19GNHa00xp026PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,N1042D,7,0%,0,N1042,5,26
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,N1042D,7,0%,0,N1042,5,30
19GNHa00xp033PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,S1034C,7,0%,0,S1034,5,33
19GNHa00xp033PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,N1042D,7,0%,0,N1042,5,33
19GNHa00xp049PfF1153,Pooled,19,Hamdalaye,00,K13,R539T,7,0%,0,R539,5,26
19GNHa00xp049PfF1153,Pooled,19,Hamdalaye,00,K13,P553L,7,0%,0,P553,5,26
17GNMa00xp048PfF1153,Pooled,17,Maferinyah,00,K13,C469F,8,0%,0,C469,1,26
17GNMa00xp048PfF1153,Pooled,17,Maferinyah,00,K13,C469Y,8,0%,0,C469,1,26
18GNLa00xp002PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,N326S,8,0%,0,N326,5,2
18GNLa00xp029PfF1153,Pooled,18,Lay-Sarè,00,K13,N458Y,8,0%,0,N458,5,26
18GNMa00xp005PfF1290,Pooled,18,Maferinyah,00,DHFR,I164L,8,0%,0,I164,5,5
19GNDo00xp025PfF1290,Pooled,19,Dorota,00,PfMDR1 ,D1246Y,8,0%,0,D1246,5,25
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,N1042D,8,0%,0,N1042,5,29
18GNLa00xp011PfF1290,Pooled,18,Lay-Sarè,00,DHPS,K540E,9,0%,0,K540,5,11
19GNHa00xp036PfF1290,Pooled,19,Hamdalaye,00,DHPS,K540E,9,0%,0,K540,1,36
18GNMa00xp034PfF1290,Pooled,18,Maferinyah,00,K13,R622I,70,0%,0,R622,5,34
19GNDo00xp017PfF1290,Pooled,19,Dorota,00,DHPS,A581G,70,0%,0,A581,5,17
19GNDo00xp024PfF1290,Pooled,19,Dorota,00,PfMDR1 ,S1034C,70,0%,0,S1034,5,24
19GNHa00xp001PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,70,0%,0,I258,5,1
19GNHa00xp003PfF1290,Pooled,19,Hamdalaye,00,K13,P441L,70,0%,0,P441,5,3
18GNLa00xp004PfF1290,Pooled,18,Lay-Sarè,00,DHFR,I164L,71,0%,0,I164,5,4
18GNMa00xp047PfF1153,Pooled,18,Maferinyah,00,K13,N537I,71,0%,0,N537,2,26
18GNMa00xp047PfF1153,Pooled,18,Maferinyah,00,K13,R539T,72,0%,0,R539,2,26
18GNMa00xp041PfF1153,Pooled,18,Maferinyah,00,K13,I543T,73,0%,0,I543,2,26
18GNMa00xp047PfF1153,Pooled,18,Maferinyah,00,K13,I543T,74,0%,0,I543,2,26
19GNDo00xp030PfF1290,Pooled,19,Dorota,00,DHPS,K540E,75,0%,0,K540,5,30
18GNMa00xp021PfF1290,Pooled,18,Maferinyah,00,K13,P527H,700,0%,0,P527,5,21
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,K13,R539T,701,0%,0,R539,5,18
19GNDo00xp018PfF1290,Pooled,19,Dorota,00,K13,P574L,703,0%,0,P574,5,18
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,K13,V568G,709,0%,0,V568,5,18
19GNDo00xp004PfF1290,Pooled,19,Dorota,00,K13,G538V,705,0%,0,G538,5,4
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,K13,Y493H,707,0%,0,Y493,5,30
18GNMa00xp039PfF1290,Pooled,18,Maferinyah,00,K13,R561H,711,0%,0,R561,5,39
18GNMa00xp039PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,I258M,703,0%,0,I258,5,39
18GNLa00xp014PfF1290,Pooled,18,Lay-Sarè,00,K13,G538V,706,0%,0,G538,5,14
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,V568G,713,0%,0,V568,5,8
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,K13,C469F,716,0%,0,C469,5,29
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,K13,C469Y,716,0%,0,C469,5,29
19GNDo00xp023PfF1290,Pooled,19,Dorota,00,K13,R622I,703,0%,0,R622,5,23
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,P574L,704,0%,0,P574,5,8
19GNDo00xp022PfF1290,Pooled,19,Dorota,00,K13,R515K,707,0%,0,R515,5,22
19GNHa00xp015PfF1290,Pooled,19,Hamdalaye,00,K13,R539T,710,0%,0,R539,5,15
18GNMa00xp014PfF1290,Pooled,18,Maferinyah,00,K13,V568G,711,0%,0,V568,5,14
19GNHa00xp047PfF1153,Pooled,19,Hamdalaye,00,K13,R561H,711,0%,0,R561,6,26
18GNMa00xp036PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,Y268N,704,0%,0,Y268,5,36
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,K13,G538V,707,0%,0,G538,5,18
18GNLa00xp014PfF1290,Pooled,18,Lay-Sarè,00,K13,R539T,709,0%,0,R539,5,14
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,K13,I543T,719,0%,0,I543,5,18
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,K13,D584V,7074,0%,0,D584,5,24
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,K13,C580Y,7072,0%,0,C580,5,24
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,K13,A481V,707,0%,0,A481,4,32
18GNMa00xp017PfF1290,Pooled,18,Maferinyah,00,K13,G449A,708,0%,0,G449,5,17
18GNMa00xp039PfF1290,Pooled,18,Maferinyah,00,K13,P553L,713,0%,0,P553,5,39
18GNLa00xp020PfF1290,Pooled,18,Lay-Sarè,00,K13,A675V,707,0%,0,A675,5,20
18GNMa00xp037PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,I258M,707,0%,0,I258,5,37
19GNHa00xp015PfF1290,Pooled,19,Hamdalaye,00,K13,G538V,711,0%,0,G538,5,15
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,K13,N458Y,707,0%,0,N458,5,29
18GNMa00xp022PfF1290,Pooled,18,Maferinyah,00,K13,R622I,708,0%,0,R622,5,22
18GNLa00xp006PfF1290,Pooled,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,Y268N,711,0%,0,Y268,5,6
18GNMa00xp039PfF1290,Pooled,18,Maferinyah,00,K13,V568G,715,0%,0,V568,5,39
18GNMa00xp012PfF1290,Pooled,18,Maferinyah,00,K13,R561H,718,0%,0,R561,5,12
18GNLa00xp015PfF1290,Pooled,18,Lay-Sarè,00,K13,A675V,708,0%,0,A675,5,15
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,G449A,710,0%,0,G449,5,24
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,C469F,719,0%,0,C469,5,24
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,C469Y,719,0%,0,C469,5,24
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,K13,Y493H,710,0%,0,Y493,4,32
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,K13,M476I,715,0%,0,M476,5,30
18GNLa00xp012PfF1290,Pooled,18,Lay-Sarè,00,DHFR,I164L,71,0%,0,I164,5,12
19GNHa00xp023PfF1290,Pooled,19,Hamdalaye,00,PfCRT,F145I,71,0%,0,F145,5,23
19GNHa00xp001PfF1290,Pooled,19,Hamdalaye,00,K13,P574L,72,0%,0,P574,5,1
19GNHa00xp046PfF1153,Pooled,19,Hamdalaye,00,K13,I543T,72,0%,0,I543,3,26
19GNDo00xp004PfF1290,Pooled,19,Dorota,00,DHFR,I164L,75,0%,0,I164,5,4
19GNDo00xp020PfF1290,Pooled,19,Dorota,00,K13,G449A,713,0%,0,G449,5,20
19GNDo00xp023PfF1290,Pooled,19,Dorota,00,K13,R561H,726,0%,0,R561,5,23
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,K13,M476I,717,0%,0,M476,5,31
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,M476I,719,0%,0,M476,5,8
19GNDo00xp028PfF1290,Pooled,19,Dorota,00,K13,R622I,713,0%,0,R622,5,28
19GNDo00xp033PfF1290,Pooled,19,Dorota,00,K13,P441L,713,0%,0,P441,5,33
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,K13,A481V,713,0%,0,A481,5,30
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,P527H,714,0%,0,P527,5,24
18GNMa00xp021PfF1290,Pooled,18,Maferinyah,00,K13,Y493H,714,0%,0,Y493,5,21
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,A481V,715,0%,0,A481,5,8
19GNDo00xp035PfF1290,Pooled,19,Dorota,00,PfCRT,N75E,716,0%,0,N75,5,35
18GNMa00xp033PfF1290,Pooled,18,Maferinyah,00,K13,N537I,724,0%,0,N537,5,33
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,K13,G449A,717,0%,0,G449,5,19
19GNHa00xp011PfF1290,Pooled,19,Hamdalaye,00,K13,P441L,717,0%,0,P441,5,11
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,K13,R515K,719,0%,0,R515,5,35
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,N537I,722,0%,0,N537,5,8
19GNDo00xp035PfF1290,Pooled,19,Dorota,00,PfCRT,K76T,724,0%,0,K76,5,35
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,K13,Y493H,718,0%,0,Y493,5,31
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,K13,C469F,731,0%,0,C469,5,30
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,K13,C469Y,731,0%,0,C469,5,30
18GNMa00xp020PfF1290,Pooled,18,Maferinyah,00,K13,G449A,718,0%,0,G449,5,20
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,Y268N,718,0%,0,Y268,5,27
18GNMa00xp018PfF1290,Pooled,18,Maferinyah,00,K13,G449A,719,0%,0,G449,5,18
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,I258M,721,0%,0,I258,5,26
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,K13,P441L,721,0%,0,P441,5,32
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,R539T,724,0%,0,R539,5,8
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,K13,N537I,729,0%,0,N537,5,31
19GNHa00xp015PfF1290,Pooled,19,Hamdalaye,00,K13,I543T,730,0%,0,I543,5,15
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,K13,A578S,7201,0%,0,A578,5,24
17GNHa00xp037PfF1153,Pooled,17,Hamdalaye,00,K13,P527H,72,0%,0,P527,4,26
18GNLa00xp002PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,G353V,72,0%,0,G353,5,2
18GNLa00xp002PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,I356T,72,0%,0,I356,5,2
18GNMa00xp037PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,N1042D,72,0%,0,N1042,5,37
19GNDo00xp015PfF1290,Pooled,19,Dorota,00,DHPS,A581G,72,0%,0,A581,5,15
19GNDo00xp045PfF1153,Pooled,19,Dorota,00,PfCRT,F145I,72,0%,0,F145,6,26
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,DHPS,A613S,73,0%,0,A613,5,26
18GNMa00xp030PfF1290,Pooled,18,Maferinyah,00,PfCRT,Q271E,73,0%,0,Q271,5,30
19GNHa00xp002PfF1290,Pooled,19,Hamdalaye,00,K13,R515K,73,0%,0,R515,5,2
19GNHa00xp003PfF1290,Pooled,19,Hamdalaye,00,K13,F446I,74,0%,0,F446,5,3
18GNLa00xp016PfF1290,Pooled,18,Lay-Sarè,00,K13,R622I,721,0%,0,R622,5,16
18GNLa00xp019PfF1290,Pooled,18,Lay-Sarè,00,K13,P441L,721,0%,0,P441,5,19
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,K13,Y493H,724,0%,0,Y493,5,35
19GNDo00xp029PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,I258M,724,0%,0,I258,5,29
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,R515K,730,0%,0,R515,5,24
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,K13,A481V,724,0%,0,A481,5,31
18GNMa00xp017PfF1290,Pooled,18,Maferinyah,00,K13,A675V,725,0%,0,A675,5,17
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,G538V,725,0%,0,G538,5,8
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,K13,N458Y,725,0%,0,N458,5,30
19GNHa00xp034PfF1290,Pooled,19,Hamdalaye,00,K13,P574L,727,0%,0,P574,5,34
18GNMa00xp031PfF1290,Pooled,18,Maferinyah,00,K13,R561H,734,0%,0,R561,5,31
18GNMa00xp033PfF1290,Pooled,18,Maferinyah,00,K13,R539T,730,0%,0,R539,5,33
18GNMa00xp033PfF1290,Pooled,18,Maferinyah,00,K13,G538V,731,0%,0,G538,5,33
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,K13,R515K,732,0%,0,R515,5,31
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,Y268N,728,0%,0,Y268,5,31
19GNDo00xp004PfF1290,Pooled,19,Dorota,00,K13,I543T,737,0%,0,I543,5,4
18GNLa00xp026PfF1290,Pooled,18,Lay-Sarè,00,K13,A675V,728,0%,0,A675,5,26
19GNDo00xp022PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,I258M,730,0%,0,I258,5,22
19GNDo00xp028PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,Y268N,733,0%,0,Y268,5,28
19GNDo00xp019PfF1290,Pooled,19,Dorota,00,K13,F446I,735,0%,0,F446,5,19
17GNDo00xp043PfF1153,Pooled,17,Dorota,00,K13,P527H,73,0%,0,P527,3,26
19GNHa00xp015PfF1290,Pooled,19,Hamdalaye,00,DHPS,A581G,73,0%,0,A581,5,15
19GNHa00xp025PfF1290,Pooled,19,Hamdalaye,00,DHPS,A581G,73,0%,0,A581,5,25
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,PfCRT,C72S,73,0%,0,C72,5,31
18GNMa00xp002PfF1290,Pooled,18,Maferinyah,00,K13,F446I,74,0%,0,F446,5,2
19GNDo00xp028PfF1290,Pooled,19,Dorota,00,PfMDR1 ,D1246Y,74,0%,0,D1246,5,28
19GNDo00xp048PfF1153,Pooled,19,Dorota,00,PfMDR1 ,N86Y,74,0%,0,N86,5,26
19GNHa00xp010PfF1290,Pooled,19,Hamdalaye,00,K13,F446I,74,0%,0,F446,5,10
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,N458Y,732,0%,0,N458,5,24
18GNMa00xp017PfF1290,Pooled,18,Maferinyah,00,K13,R622I,734,0%,0,R622,5,17
18GNMa00xp022PfF1290,Pooled,18,Maferinyah,00,K13,P553L,751,0%,0,P553,5,22
19GNDo00xp025PfF1290,Pooled,19,Dorota,00,K13,A675V,731,0%,0,A675,5,25
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,Y493H,733,0%,0,Y493,5,24
18GNMa00xp021PfF1290,Pooled,18,Maferinyah,00,K13,R515K,740,0%,0,R515,5,21
19GNDo00xp018PfF1290,Pooled,19,Dorota,00,K13,C580Y,741,0%,0,C580,5,18
19GNHa00xp007PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,732,0%,0,I258,5,7
18GNMa00xp031PfF1290,Pooled,18,Maferinyah,00,K13,D584V,733,0%,0,D584,5,31
19GNHa00xp020PfF1290,Pooled,19,Hamdalaye,00,K13,P441L,733,0%,0,P441,5,20
19GNHa00xp013PfF1290,Pooled,19,Hamdalaye,00,K13,F446I,737,0%,0,F446,5,13
18GNMa00xp031PfF1290,Pooled,18,Maferinyah,00,K13,V568G,738,0%,0,V568,5,31
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,K13,G538V,736,0%,0,G538,5,31
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,Y493H,738,0%,0,Y493,5,8
19GNHa00xp034PfF1290,Pooled,19,Hamdalaye,00,K13,V568G,743,0%,0,V568,5,34
18GNMa00xp043PfF1153,Pooled,18,Maferinyah,00,K13,P441L,734,0%,0,P441,6,26
19GNHa00xp011PfF1290,Pooled,19,Hamdalaye,00,K13,P527H,736,0%,0,P527,5,11
19GNDo00xp028PfF1290,Pooled,19,Dorota,00,K13,P553L,749,0%,0,P553,5,28
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,K13,R539T,748,0%,0,R539,5,31
18GNMa00xp018PfF1290,Pooled,18,Maferinyah,00,K13,R622I,738,0%,0,R622,5,18
19GNDo00xp016PfF1290,Pooled,19,Dorota,00,PfCRT,T93S,74,0%,0,T93,5,16
19GNDo00xp016PfF1290,Pooled,19,Dorota,00,PfCRT,H97Y,74,0%,0,H97,5,16
19GNHa00xp012PfF1290,Pooled,19,Hamdalaye,00,DHPS,A581G,74,0%,0,A581,5,12
19GNHa00xp046PfF1153,Pooled,19,Hamdalaye,00,K13,R539T,74,0%,0,R539,3,26
19GNDo00xp021PfF1290,Pooled,19,Dorota,00,PfCRT,I356T,76,0%,0,I356,5,21
19GNHa00xp017PfF1290,Pooled,19,Hamdalaye,00,PfCRT,V73V,76,0%,0,V73,5,17
18GNMa00xp031PfF1290,Pooled,18,Maferinyah,00,K13,C580Y,741,0%,0,C580,5,31
19GNHa00xp015PfF1290,Pooled,19,Hamdalaye,00,K13,G449A,742,0%,0,G449,5,15
19GNDo00xp018PfF1290,Pooled,19,Dorota,00,K13,A578S,743,0%,0,A578,5,18
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,K13,M476I,746,0%,0,M476,5,26
17GNHa00xp037PfF1153,Pooled,17,Hamdalaye,00,DHFR,I164L,767,0%,0,I164,4,26
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,A578S,741,0%,0,A578,5,24
18GNMa00xp012PfF1290,Pooled,18,Maferinyah,00,K13,V568G,745,0%,0,V568,5,12
19GNDo00xp018PfF1290,Pooled,19,Dorota,00,K13,D584V,746,0%,0,D584,5,18
19GNDo00xp028PfF1290,Pooled,19,Dorota,00,K13,V568G,747,0%,0,V568,5,28
19GNDo00xp028PfF1290,Pooled,19,Dorota,00,K13,R561H,750,0%,0,R561,5,28
18GNMa00xp031PfF1290,Pooled,18,Maferinyah,00,K13,P574L,744,0%,0,P574,5,31
18GNMa00xp022PfF1290,Pooled,18,Maferinyah,00,K13,P527H,745,0%,0,P527,5,22
18GNLa00xp016PfF1290,Pooled,18,Lay-Sarè,00,K13,G449A,745,0%,0,G449,5,16
19GNHa00xp034PfF1290,Pooled,19,Hamdalaye,00,K13,N458Y,745,0%,0,N458,5,34
19GNHa00xp047PfF1153,Pooled,19,Hamdalaye,00,K13,R622I,745,0%,0,R622,6,26
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,C580Y,746,0%,0,C580,5,8
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,P527H,747,0%,0,P527,5,8
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,K13,N458Y,749,0%,0,N458,5,19
19GNHa00xp034PfF1290,Pooled,19,Hamdalaye,00,K13,R561H,754,0%,0,R561,5,34
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,C580Y,751,0%,0,C580,5,24
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,K13,F446I,751,0%,0,F446,5,32
19GNDo00xp025PfF1290,Pooled,19,Dorota,00,K13,F446I,754,0%,0,F446,5,25
19GNDo00xp045PfF1153,Pooled,19,Dorota,00,K13,P553L,785,0%,0,P553,6,26
18GNMa00xp005PfF1290,Pooled,18,Maferinyah,00,K13,P553L,752,0%,0,P553,5,5
19GNHa00xp012PfF1290,Pooled,19,Hamdalaye,00,K13,N537I,770,0%,0,N537,5,12
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,Y268N,749,0%,0,Y268,5,34
19GNHa00xp008PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,750,0%,0,I258,5,8
18GNMa00xp022PfF1290,Pooled,18,Maferinyah,00,K13,N537I,754,0%,0,N537,5,22
18GNLa00xp002PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,C350R,75,0%,0,C350,5,2
18GNMa00xp037PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,S1034C,75,0%,0,S1034,5,37
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,PfCRT,Q271E,75,0%,0,Q271,4,32
17GNHa00xp037PfF1153,Pooled,17,Hamdalaye,00,K13,V568G,76,0%,0,V568,4,26
18GNMa00xp002PfF1290,Pooled,18,Maferinyah,00,K13,G449A,76,0%,0,G449,5,2
19GNHa00xp046PfF1153,Pooled,19,Hamdalaye,00,K13,G538V,76,0%,0,G538,3,26
19GNDo00xp006PfF1290,Pooled,19,Dorota,00,DHPS,K540E,77,0%,0,K540,5,6
19GNHa00xp047PfF1153,Pooled,19,Hamdalaye,00,K13,V568G,759,0%,0,V568,6,26
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,K13,N537I,762,0%,0,N537,5,35
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,K13,I543T,767,0%,0,I543,5,31
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,I258M,752,0%,0,I258,5,31
18GNMa00xp017PfF1290,Pooled,18,Maferinyah,00,K13,N458Y,752,0%,0,N458,5,17
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,A578S,754,0%,0,A578,5,8
18GNMa00xp022PfF1290,Pooled,18,Maferinyah,00,K13,G538V,760,0%,0,G538,5,22
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,K13,A481V,757,0%,0,A481,5,26
18GNMa00xp021PfF1290,Pooled,18,Maferinyah,00,K13,N537I,761,0%,0,N537,5,21
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,K13,C469F,769,0%,0,C469,5,32
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,K13,C469Y,769,0%,0,C469,5,32
18GNLa00xp011PfF1290,Pooled,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,I258M,754,0%,0,I258,5,11
19GNDo00xp019PfF1290,Pooled,19,Dorota,00,K13,R622I,754,0%,0,R622,5,19
